ID,Odds,Bet,Result,Profit 
381,12,"$10,240.00 ",Lose,"-10,240.00"
382,6,"$20,480.00 ",Lose,"-20,480.00"
383,8,"$40,960.00 ",Lose,"-40,960.00"
384,10,"$81,920.00 ",Lose,"-81,920.00"
385,4.33,"$163,840.00 ",Win,"545,587.20"
386,6.5,$10.00 ,Lose,-10.00
387,6.5,$20.00 ,Lose,-20.00
388,7.5,$40.00 ,Lose,-40.00
389,4,$80.00 ,Lose,-80.00
390,6,$160.00 ,Lose,-160.00
391,5.5,$320.00 ,Lose,-320.00
392,8,$640.00 ,Lose,-640.00
393,10,"$1,280.00 ",Win,"11,520.00"
394,9,$10.00 ,Lose,-10.00
395,15,$20.00 ,Win,280.00
396,3.5,$10.00 ,Lose,-10.00
397,4.5,$20.00 ,Win,70.00
398,10,$10.00 ,Lose,-10.00
399,4,$20.00 ,Lose,-20.00
400,6.5,$40.00 ,Lose,-40.00
401,13,$80.00 ,Lose,-80.00
402,7,$160.00 ,Lose,-160.00
403,11,$320.00 ,Lose,-320.00
404,17,$640.00 ,Lose,-640.00
405,7,"$1,280.00 ",Lose,"-1,280.00"
406,7,"$2,560.00 ",Lose,"-2,560.00"
407,8,"$5,120.00 ",Lose,"-5,120.00"
408,5.5,"$10,240.00 ",Win,"46,080.00"
409,6,$10.00 ,Lose,-10.00
410,7,$20.00 ,Lose,-20.00
411,4.33,$40.00 ,Lose,-40.00
412,4.33,$80.00 ,Win,266.40
413,17,$10.00 ,Win,160.00
414,4.5,$10.00 ,Win,35.00
415,7,$10.00 ,Lose,-10.00
416,7.5,$20.00 ,Lose,-20.00
417,12,$40.00 ,Lose,-40.00
418,9.5,$80.00 ,Lose,-80.00
419,15,$160.00 ,Lose,-160.00
420,6,$320.00 ,Lose,-320.00
421,3.75,$640.00 ,Win,"1,760.00"
422,7,$10.00 ,Lose,-10.00
423,4.5,$20.00 ,Lose,-20.00
424,9,$40.00 ,Lose,-40.00
425,13,$80.00 ,Lose,-80.00
426,7,$160.00 ,Win,960.00
427,7,$10.00 ,Lose,-10.00
428,3.75,$20.00 ,Lose,-20.00
429,6,$40.00 ,Lose,-40.00
430,3.75,$80.00 ,Lose,-80.00
431,3.75,$160.00 ,Win,440.00
432,8,$10.00 ,Lose,-10.00
433,4,$20.00 ,Lose,-20.00
434,4.33,$40.00 ,Lose,-40.00
435,5.5,$80.00 ,Lose,-80.00
436,8,$160.00 ,Win,"1,120.00"
437,5,$10.00 ,Lose,-10.00
438,4,$20.00 ,Lose,-20.00
439,4.5,$40.00 ,Lose,-40.00
440,8,$80.00 ,Lose,-80.00
441,9,$160.00 ,Lose,-160.00
442,10,$320.00 ,Lose,-320.00
443,5,$640.00 ,Lose,-640.00
444,21,"$1,280.00 ",Win,"25,600.00"
445,4.5,$10.00 ,Lose,-10.00
446,6.5,$20.00 ,Lose,-20.00
447,4,$40.00 ,Lose,-40.00
448,8.5,$80.00 ,Win,600.00
449,9,$10.00 ,Win,80.00
450,11,$10.00 ,Lose,-10.00
451,15,$20.00 ,Win,280.00
452,4,$10.00 ,Lose,-10.00
453,21,$20.00 ,Lose,-20.00
454,6,$40.00 ,Lose,-40.00
455,15,$80.00 ,Lose,-80.00
456,4.33,$160.00 ,Lose,-160.00
457,4.5,$320.00 ,Lose,-320.00
458,9.5,$640.00 ,Lose,-640.00
459,9,"$1,280.00 ",Lose,"-1,280.00"
460,7,"$2,560.00 ",Lose,"-2,560.00"
461,7,"$5,120.00 ",Lose,"-5,120.00"
462,6,"$10,240.00 ",Lose,"-10,240.00"
463,4.5,"$20,480.00 ",Lose,"-20,480.00"
464,4,"$40,960.00 ",Lose,"-40,960.00"
465,5.5,"$81,920.00 ",Lose,"-81,920.00"
466,9,"$163,840.00 ",Lose,"-163,840.00"
467,11,"$327,680.00 ",Win,"3,276,800.00"
468,5,$10.00 ,Lose,-10.00
469,17,$20.00 ,Lose,-20.00
470,12,$40.00 ,Lose,-40.00
471,6,$80.00 ,Lose,-80.00
472,15,$160.00 ,Lose,-160.00
473,9,$320.00 ,Lose,-320.00
474,7.5,$640.00 ,Lose,-640.00
475,11,"$1,280.00 ",Lose,"-1,280.00"
476,17,"$2,560.00 ",Lose,"-2,560.00"
477,13,"$5,120.00 ",Lose,"-5,120.00"
478,9,"$10,240.00 ",Win,"81,920.00"
479,17,$10.00 ,Lose,-10.00
480,34,$20.00 ,Win,660.00
481,11,$10.00 ,Lose,-10.00
482,15,$20.00 ,Lose,-20.00
483,15,$40.00 ,Lose,-40.00
484,11,$80.00 ,Lose,-80.00
485,17,$160.00 ,Lose,-160.00
486,7,$320.00 ,Lose,-320.00
487,6.5,$640.00 ,Win,"3,520.00"
488,8,$10.00 ,Lose,-10.00
489,7,$20.00 ,Lose,-20.00
490,15,$40.00 ,Lose,-40.00
491,8,$80.00 ,Lose,-80.00
492,8.5,$160.00 ,Lose,-160.00
493,10,$320.00 ,Lose,-320.00
494,5.5,$640.00 ,Win,"2,880.00"
495,8.5,$10.00 ,Lose,-10.00
496,8,$20.00 ,Win,140.00
497,13,$10.00 ,Lose,-10.00
498,4.5,$20.00 ,Lose,-20.00
499,7,$40.00 ,Lose,-40.00
500,13,$80.00 ,Lose,-80.00
501,4.5,$160.00 ,Win,560.00
502,15,$10.00 ,Lose,-10.00
503,13,$20.00 ,Lose,-20.00
504,13,$40.00 ,Lose,-40.00
505,4.5,$80.00 ,Win,280.00
506,15,$10.00 ,Lose,-10.00
507,11,$20.00 ,Lose,-20.00
508,4.33,$40.00 ,Win,133.20
509,9,$10.00 ,Lose,-10.00
510,6.5,$20.00 ,Lose,-20.00
511,13,$40.00 ,Lose,-40.00
512,4.33,$80.00 ,Lose,-80.00
513,17,$160.00 ,Lose,-160.00
514,5.5,$320.00 ,Lose,-320.00
515,9,$640.00 ,Win,"5,120.00"
516,3.5,$10.00 ,Win,25.00
517,10,$10.00 ,Lose,-10.00
518,13,$20.00 ,Lose,-20.00
519,9,$40.00 ,Lose,-40.00
520,9,$80.00 ,Lose,-80.00
521,5.5,$160.00 ,Lose,-160.00
522,5.5,$320.00 ,Lose,-320.00
523,12,$640.00 ,Lose,-640.00
524,7.5,"$1,280.00 ",Lose,"-1,280.00"
525,5.5,"$2,560.00 ",Lose,"-2,560.00"
526,5,"$5,120.00 ",Lose,"-5,120.00"
527,9,"$10,240.00 ",Lose,"-10,240.00"
528,5.5,"$20,480.00 ",Lose,"-20,480.00"
529,26,"$40,960.00 ",Lose,"-40,960.00"
530,4.5,"$81,920.00 ",Lose,"-81,920.00"
531,21,"$163,840.00 ",Lose,"-163,840.00"
532,19,"$327,680.00 ",Win,"5,898,240.00"
533,11,$10.00 ,Lose,-10.00
534,6.5,$20.00 ,Lose,-20.00
535,7,$40.00 ,Lose,-40.00
536,15,$80.00 ,Lose,-80.00
537,13,$160.00 ,Lose,-160.00
538,5,$320.00 ,Lose,-320.00
539,5,$640.00 ,Lose,-640.00
540,15,"$1,280.00 ",Lose,"-1,280.00"
541,11,"$2,560.00 ",Lose,"-2,560.00"
542,11,"$5,120.00 ",Lose,"-5,120.00"
543,15,"$10,240.00 ",Lose,"-10,240.00"
544,4,"$20,480.00 ",Lose,"-20,480.00"
545,4.5,"$40,960.00 ",Lose,"-40,960.00"
546,4.5,"$81,920.00 ",Lose,"-81,920.00"
547,15,"$163,840.00 ",Win,"2,293,760.00"
548,6,$10.00 ,Lose,-10.00
549,7.5,$20.00 ,Lose,-20.00
550,9,$40.00 ,Lose,-40.00
551,5.5,$80.00 ,Lose,-80.00
552,21,$160.00 ,Lose,-160.00
553,10,$320.00 ,Lose,-320.00
554,8.5,$640.00 ,Lose,-640.00
555,8,"$1,280.00 ",Lose,"-1,280.00"
556,15,"$2,560.00 ",Lose,"-2,560.00"
557,5.5,"$5,120.00 ",Lose,"-5,120.00"
558,4.33,"$10,240.00 ",Lose,"-10,240.00"
559,13,"$20,480.00 ",Lose,"-20,480.00"
560,5.5,"$40,960.00 ",Win,"184,320.00"
561,7,$10.00 ,Lose,-10.00
562,6,$20.00 ,Lose,-20.00
563,7,$40.00 ,Lose,-40.00
564,7.5,$80.00 ,Lose,-80.00
565,6.5,$160.00 ,Lose,-160.00
566,9,$320.00 ,Lose,-320.00
567,6,$640.00 ,Lose,-640.00
568,6,"$1,280.00 ",Win,"6,400.00"
569,9,$10.00 ,Win,80.00
570,15,$10.00 ,Lose,-10.00
571,6.5,$20.00 ,Lose,-20.00
572,13,$40.00 ,Win,480.00
573,9,$10.00 ,Lose,-10.00
574,17,$20.00 ,Lose,-20.00
575,8,$40.00 ,Lose,-40.00
576,26,$80.00 ,Lose,-80.00
577,19,$160.00 ,Lose,-160.00
578,5.5,$320.00 ,Lose,-320.00
579,5.5,$640.00 ,Lose,-640.00
580,15,"$1,280.00 ",Lose,"-1,280.00"
581,6,"$2,560.00 ",Lose,"-2,560.00"
582,5.5,"$5,120.00 ",Lose,"-5,120.00"
583,9,"$10,240.00 ",Lose,"-10,240.00"
584,9,"$20,480.00 ",Win,"163,840.00"
585,21,$10.00 ,Lose,-10.00
586,15,$20.00 ,Lose,-20.00
587,6.5,$40.00 ,Lose,-40.00
588,8,$80.00 ,Lose,-80.00
589,15,$160.00 ,Lose,-160.00
590,21,$320.00 ,Lose,-320.00
591,13,$640.00 ,Win,"7,680.00"
592,5.5,$10.00 ,Lose,-10.00
593,6.5,$20.00 ,Lose,-20.00
594,6,$40.00 ,Lose,-40.00
595,9,$80.00 ,Lose,-80.00
596,7.5,$160.00 ,Lose,-160.00
597,4,$320.00 ,Lose,-320.00
598,9,$640.00 ,Lose,-640.00
599,15,"$1,280.00 ",Win,"17,920.00"
600,8,$10.00 ,Win,70.00
601,8.5,$10.00 ,Lose,-10.00
602,15,$20.00 ,Lose,-20.00
603,15,$40.00 ,Lose,-40.00
604,15,$80.00 ,Lose,-80.00
605,9,$160.00 ,Lose,-160.00
606,6,$320.00 ,Lose,-320.00
607,6.5,$640.00 ,Lose,-640.00
608,13,"$1,280.00 ",Lose,"-1,280.00"
609,12,"$2,560.00 ",Lose,"-2,560.00"
610,6,"$5,120.00 ",Win,"25,600.00"
611,9,$10.00 ,Lose,-10.00
612,7.5,$20.00 ,Lose,-20.00
613,9,$40.00 ,Lose,-40.00
614,5,$80.00 ,Lose,-80.00
615,10,$160.00 ,Lose,-160.00
616,9,$320.00 ,Win,"2,560.00"
617,13,$10.00 ,Lose,-10.00
618,6,$20.00 ,Win,100.00
619,7,$10.00 ,Lose,-10.00
620,13,$20.00 ,Lose,-20.00
621,8,$40.00 ,Lose,-40.00
622,10,$80.00 ,Lose,-80.00
623,6.5,$160.00 ,Lose,-160.00
624,5.5,$320.00 ,Lose,-320.00
625,4.33,$640.00 ,Lose,-640.00
626,6,"$1,280.00 ",Lose,"-1,280.00"
627,10,"$2,560.00 ",Win,"23,040.00"
628,10,$10.00 ,Lose,-10.00
629,4.33,$20.00 ,Win,66.60
630,5,$10.00 ,Win,40.00
631,6,$10.00 ,Lose,-10.00
632,12,$20.00 ,Lose,-20.00
633,17,$40.00 ,Lose,-40.00
634,26,$80.00 ,Lose,-80.00
635,6,$160.00 ,Lose,-160.00
636,5.5,$320.00 ,Win,"1,440.00"
637,4.5,$10.00 ,Lose,-10.00
638,7.5,$20.00 ,Lose,-20.00
639,13,$40.00 ,Win,480.00
640,7.5,$10.00 ,Lose,-10.00
641,15,$20.00 ,Lose,-20.00
642,8,$40.00 ,Lose,-40.00
643,7,$80.00 ,Win,480.00
644,3.25,$10.00 ,Win,22.50
645,8.5,$10.00 ,Lose,-10.00
646,6,$20.00 ,Lose,-20.00
647,6,$40.00 ,Lose,-40.00
648,5.5,$80.00 ,Lose,-80.00
649,4,$160.00 ,Win,480.00
650,15,$10.00 ,Lose,-10.00
651,11,$20.00 ,Lose,-20.00
652,13,$40.00 ,Lose,-40.00
653,9,$80.00 ,Lose,-80.00
654,9,$160.00 ,Lose,-160.00
655,5.5,$320.00 ,Win,"1,440.00"
656,6.5,$10.00 ,Lose,-10.00
657,8,$20.00 ,Win,140.00
658,15,$10.00 ,Lose,-10.00
659,8,$20.00 ,Lose,-20.00
660,5.5,$40.00 ,Lose,-40.00
661,21,$80.00 ,Win,"1,600.00"
662,9,$10.00 ,Lose,-10.00
663,7,$20.00 ,Lose,-20.00
664,15,$40.00 ,Lose,-40.00
665,9,$80.00 ,Lose,-80.00
666,9,$160.00 ,Lose,-160.00
667,26,$320.00 ,Win,"8,000.00"
668,8.5,$10.00 ,Lose,-10.00
669,10,$20.00 ,Lose,-20.00
670,13,$40.00 ,Lose,-40.00
671,7.5,$80.00 ,Lose,-80.00
672,4.5,$160.00 ,Lose,-160.00
673,9,$320.00 ,Lose,-320.00
674,17,$640.00 ,Lose,-640.00
675,4,"$1,280.00 ",Lose,"-1,280.00"
676,8,"$2,560.00 ",Lose,"-2,560.00"
677,8,"$5,120.00 ",Win,"35,840.00"
678,8,$10.00 ,Lose,-10.00
679,6,$20.00 ,Lose,-20.00
680,11,$40.00 ,Lose,-40.00
681,15,$80.00 ,Lose,-80.00
682,13,$160.00 ,Lose,-160.00
683,5.5,$320.00 ,Lose,-320.00
684,15,$640.00 ,Lose,-640.00
685,5.5,"$1,280.00 ",Lose,"-1,280.00"
686,11,"$2,560.00 ",Lose,"-2,560.00"
687,7,"$5,120.00 ",Lose,"-5,120.00"
688,9,"$10,240.00 ",Lose,"-10,240.00"
689,8,"$20,480.00 ",Win,"143,360.00"
690,17,$10.00 ,Lose,-10.00
691,17,$20.00 ,Lose,-20.00
692,9,$40.00 ,Lose,-40.00
693,6,$80.00 ,Lose,-80.00
694,10,$160.00 ,Win,"1,440.00"
695,17,$10.00 ,Lose,-10.00
696,17,$20.00 ,Lose,-20.00
697,4.33,$40.00 ,Lose,-40.00
698,17,$80.00 ,Lose,-80.00
699,7.5,$160.00 ,Lose,-160.00
700,13,$320.00 ,Lose,-320.00
701,6,$640.00 ,Lose,-640.00
702,7.5,"$1,280.00 ",Lose,"-1,280.00"
703,7,"$2,560.00 ",Win,"15,360.00"
704,7,$10.00 ,Lose,-10.00
705,6,$20.00 ,Lose,-20.00
706,11,$40.00 ,Lose,-40.00
707,15,$80.00 ,Lose,-80.00
708,6,$160.00 ,Lose,-160.00
709,6,$320.00 ,Lose,-320.00
710,8,$640.00 ,Lose,-640.00
711,6,"$1,280.00 ",Lose,"-1,280.00"
712,5,"$2,560.00 ",Lose,"-2,560.00"
713,8,"$5,120.00 ",Lose,"-5,120.00"
714,15,"$10,240.00 ",Lose,"-10,240.00"
715,6,"$20,480.00 ",Win,"102,400.00"
716,6,$10.00 ,Win,50.00
717,8,$10.00 ,Lose,-10.00
718,4.5,$20.00 ,Win,70.00
719,8,$10.00 ,Lose,-10.00
720,5.5,$20.00 ,Win,90.00
721,8,$10.00 ,Lose,-10.00
722,8,$20.00 ,Win,140.00
723,8,$10.00 ,Lose,-10.00
724,6,$20.00 ,Lose,-20.00
725,11,$40.00 ,Lose,-40.00
726,13,$80.00 ,Lose,-80.00
727,8,$160.00 ,Lose,-160.00
728,6.5,$320.00 ,Lose,-320.00
729,8,$640.00 ,Lose,-640.00
730,6,"$1,280.00 ",Lose,"-1,280.00"
731,13,"$2,560.00 ",Lose,"-2,560.00"
732,17,"$5,120.00 ",Lose,"-5,120.00"
733,13,"$10,240.00 ",Lose,"-10,240.00"
734,11,"$20,480.00 ",Lose,"-20,480.00"
735,8,"$40,960.00 ",Lose,"-40,960.00"
736,7,"$81,920.00 ",Win,"491,520.00"
737,7.5,$10.00 ,Lose,-10.00
738,11,$20.00 ,Lose,-20.00
739,6.5,$40.00 ,Lose,-40.00
740,6,$80.00 ,Lose,-80.00
741,7.5,$160.00 ,Lose,-160.00
742,9,$320.00 ,Lose,-320.00
743,17,$640.00 ,Lose,-640.00
744,6,"$1,280.00 ",Lose,"-1,280.00"
745,9,"$2,560.00 ",Lose,"-2,560.00"
746,9,"$5,120.00 ",Win,"40,960.00"
747,15,$10.00 ,Lose,-10.00
748,15,$20.00 ,Lose,-20.00
749,9,$40.00 ,Win,320.00
750,11,$10.00 ,Lose,-10.00
751,17,$20.00 ,Lose,-20.00
752,17,$40.00 ,Win,640.00
753,9,$10.00 ,Lose,-10.00
754,15,$20.00 ,Lose,-20.00
755,11,$40.00 ,Lose,-40.00
756,9,$80.00 ,Lose,-80.00
757,7.5,$160.00 ,Lose,-160.00
758,8,$320.00 ,Lose,-320.00
759,9,$640.00 ,Lose,-640.00
760,5,"$1,280.00 ",Lose,"-1,280.00"
761,5.5,"$2,560.00 ",Lose,"-2,560.00"
762,9,"$5,120.00 ",Lose,"-5,120.00"
763,6.5,"$10,240.00 ",Lose,"-10,240.00"
764,8,"$20,480.00 ",Lose,"-20,480.00"
765,9.5,"$40,960.00 ",Lose,"-40,960.00"
766,7,"$81,920.00 ",Lose,"-81,920.00"
767,6,"$163,840.00 ",Win,"819,200.00"
768,7.5,$10.00 ,Lose,-10.00
769,6,$20.00 ,Lose,-20.00
770,7,$40.00 ,Lose,-40.00
771,12,$80.00 ,Lose,-80.00
772,7.5,$160.00 ,Lose,-160.00
773,10,$320.00 ,Lose,-320.00
774,11,$640.00 ,Win,"6,400.00"
775,17,$10.00 ,Lose,-10.00
776,17,$20.00 ,Lose,-20.00
777,8,$40.00 ,Lose,-40.00
778,6.5,$80.00 ,Lose,-80.00
779,6,$160.00 ,Lose,-160.00
780,17,$320.00 ,Lose,-320.00
781,6,$640.00 ,Lose,-640.00
782,9,"$1,280.00 ",Lose,"-1,280.00"
783,7,"$2,560.00 ",Lose,"-2,560.00"
784,6,"$5,120.00 ",Lose,"-5,120.00"
785,12,"$10,240.00 ",Lose,"-10,240.00"
786,15,"$20,480.00 ",Lose,"-20,480.00"
787,13,"$40,960.00 ",Lose,"-40,960.00"
788,7.5,"$81,920.00 ",Lose,"-81,920.00"
789,13,"$163,840.00 ",Lose,"-163,840.00"
790,11,"$327,680.00 ",Win,"3,276,800.00"
791,13,$10.00 ,Lose,-10.00
792,13,$20.00 ,Lose,-20.00
793,6,$40.00 ,Lose,-40.00
794,7.5,$80.00 ,Lose,-80.00
795,13,$160.00 ,Lose,-160.00
796,7,$320.00 ,Lose,-320.00
797,10,$640.00 ,Lose,-640.00
798,6,"$1,280.00 ",Win,"6,400.00"
799,6.5,$10.00 ,Lose,-10.00
800,17,$20.00 ,Lose,-20.00
801,21,$40.00 ,Win,800.00
802,13,$10.00 ,Lose,-10.00
803,12,$20.00 ,Lose,-20.00
804,6,$40.00 ,Win,200.00
805,9,$10.00 ,Lose,-10.00
806,10,$20.00 ,Lose,-20.00
807,12,$40.00 ,Win,440.00
808,7.5,$10.00 ,Lose,-10.00
809,13,$20.00 ,Lose,-20.00
810,7.5,$40.00 ,Lose,-40.00
811,8,$80.00 ,Win,560.00
812,8,$10.00 ,Lose,-10.00
813,9,$20.00 ,Lose,-20.00
814,9,$40.00 ,Lose,-40.00
815,7.5,$80.00 ,Lose,-80.00
816,17,$160.00 ,Lose,-160.00
817,17,$320.00 ,Lose,-320.00
818,15,$640.00 ,Lose,-640.00
819,17,"$1,280.00 ",Lose,"-1,280.00"
820,11,"$2,560.00 ",Lose,"-2,560.00"
821,10,"$5,120.00 ",Lose,"-5,120.00"
822,8,"$10,240.00 ",Lose,"-10,240.00"
823,6,"$20,480.00 ",Win,"102,400.00"
824,8,$10.00 ,Lose,-10.00
825,15,$20.00 ,Win,280.00
826,15,$10.00 ,Lose,-10.00
827,7,$20.00 ,Lose,-20.00
828,6,$40.00 ,Win,200.00
829,6,$10.00 ,Lose,-10.00
830,7.5,$20.00 ,Lose,-20.00
831,11,$40.00 ,Lose,-40.00
832,17,$80.00 ,Win,"1,280.00"
833,17,$10.00 ,Lose,-10.00
834,6.5,$20.00 ,Win,110.00
835,7,$10.00 ,Lose,-10.00
836,17,$20.00 ,Lose,-20.00
837,15,$40.00 ,Lose,-40.00
838,12,$80.00 ,Lose,-80.00
839,10,$160.00 ,Lose,-160.00
840,15,$320.00 ,Lose,-320.00
841,8,$640.00 ,Lose,-640.00
842,5.5,"$1,280.00 ",Lose,"-1,280.00"
843,15,"$2,560.00 ",Lose,"-2,560.00"
844,8,"$5,120.00 ",Lose,"-5,120.00"
845,17,"$10,240.00 ",Lose,"-10,240.00"
846,6,"$20,480.00 ",Lose,"-20,480.00"
847,6,"$40,960.00 ",Lose,"-40,960.00"
848,7.5,"$81,920.00 ",Lose,"-81,920.00"
849,10,"$163,840.00 ",Lose,"-163,840.00"
850,9,"$327,680.00 ",Lose,"-327,680.00"
851,13,"$655,360.00 ",Win,"7,864,320.00"
852,8,$10.00 ,Lose,-10.00
853,15,$20.00 ,Lose,-20.00
854,8,$40.00 ,Lose,-40.00
855,6.5,$80.00 ,Lose,-80.00
856,17,$160.00 ,Win,"2,560.00"
857,17,$10.00 ,Lose,-10.00
858,9,$20.00 ,Win,160.00
859,9,$10.00 ,Lose,-10.00
860,6.5,$20.00 ,Lose,-20.00
861,6,$40.00 ,Win,200.00
862,10,$10.00 ,Lose,-10.00
863,17,$20.00 ,Lose,-20.00
864,6,$40.00 ,Lose,-40.00
865,11,$80.00 ,Win,800.00
866,15,$10.00 ,Lose,-10.00
867,11,$20.00 ,Lose,-20.00
868,13,$40.00 ,Lose,-40.00
869,6.5,$80.00 ,Win,440.00
870,9,$10.00 ,Lose,-10.00
871,6,$20.00 ,Lose,-20.00
872,9,$40.00 ,Lose,-40.00
873,6,$80.00 ,Lose,-80.00
874,17,$160.00 ,Lose,-160.00
875,13,$320.00 ,Win,"3,840.00"
876,6,$10.00 ,Lose,-10.00
877,6,$20.00 ,Win,100.00
878,6,$10.00 ,Lose,-10.00
879,7,$20.00 ,Lose,-20.00
880,13,$40.00 ,Lose,-40.00
881,7,$80.00 ,Lose,-80.00
882,15,$160.00 ,Lose,-160.00
883,13,$320.00 ,Lose,-320.00
884,6,$640.00 ,Lose,-640.00
885,6.5,"$1,280.00 ",Lose,"-1,280.00"
886,8.5,"$2,560.00 ",Lose,"-2,560.00"
887,9,"$5,120.00 ",Lose,"-5,120.00"
888,17,"$10,240.00 ",Lose,"-10,240.00"
889,15,"$20,480.00 ",Lose,"-20,480.00"
890,6.5,"$40,960.00 ",Win,"225,280.00"
891,9,$10.00 ,Lose,-10.00
892,8,$20.00 ,Lose,-20.00
893,6,$40.00 ,Lose,-40.00
894,8,$80.00 ,Lose,-80.00
895,7.5,$160.00 ,Lose,-160.00
896,6.5,$320.00 ,Lose,-320.00
897,7.5,$640.00 ,Lose,-640.00
898,15,"$1,280.00 ",Lose,"-1,280.00"
899,9,"$2,560.00 ",Lose,"-2,560.00"
900,6,"$5,120.00 ",Lose,"-5,120.00"
901,6,"$10,240.00 ",Win,"51,200.00"
902,12,$10.00 ,Lose,-10.00
903,6,$20.00 ,Lose,-20.00
904,6,$40.00 ,Lose,-40.00
905,7.5,$80.00 ,Lose,-80.00
906,8.5,$160.00 ,Lose,-160.00
907,10,$320.00 ,Lose,-320.00
908,17,$640.00 ,Lose,-640.00
909,6,"$1,280.00 ",Lose,"-1,280.00"
910,6,"$2,560.00 ",Lose,"-2,560.00"
911,17,"$5,120.00 ",Lose,"-5,120.00"
912,9,"$10,240.00 ",Lose,"-10,240.00"
913,7,"$20,480.00 ",Lose,"-20,480.00"
914,6.5,"$40,960.00 ",Lose,"-40,960.00"
915,7.5,"$81,920.00 ",Lose,"-81,920.00"
916,10,"$163,840.00 ",Lose,"-163,840.00"
917,7.5,"$327,680.00 ",Lose,"-327,680.00"
918,13,"$655,360.00 ",Lose,"-655,360.00"
919,17,"$1,310,720.00 ",Lose,"-1,310,720.00"
920,10,"$2,621,440.00 ",Win,"23,592,960.00"
921,15,$10.00 ,Lose,-10.00
922,7,$20.00 ,Lose,-20.00
923,10,$40.00 ,Lose,-40.00
924,6,$80.00 ,Lose,-80.00
925,7,$160.00 ,Lose,-160.00
926,6,$320.00 ,Lose,-320.00
927,15,$640.00 ,Lose,-640.00
928,6,"$1,280.00 ",Lose,"-1,280.00"
929,9,"$2,560.00 ",Lose,"-2,560.00"
930,8.5,"$5,120.00 ",Win,"38,400.00"
931,6,$10.00 ,Win,50.00
932,9,$10.00 ,Lose,-10.00
933,8,$20.00 ,Lose,-20.00
934,9,$40.00 ,Lose,-40.00
935,8.5,$80.00 ,Lose,-80.00
936,17,$160.00 ,Lose,-160.00
937,6,$320.00 ,Lose,-320.00
938,15,$640.00 ,Lose,-640.00
939,13,"$1,280.00 ",Win,"15,360.00"
940,9,$10.00 ,Lose,-10.00
941,12,$20.00 ,Lose,-20.00
942,7.5,$40.00 ,Lose,-40.00
943,9,$80.00 ,Lose,-80.00
944,7.5,$160.00 ,Win,"1,040.00"
945,9,$10.00 ,Lose,-10.00
946,7,$20.00 ,Lose,-20.00
947,6.5,$40.00 ,Lose,-40.00
948,9,$80.00 ,Lose,-80.00
949,15,$160.00 ,Lose,-160.00
950,7.5,$320.00 ,Win,"2,080.00"
951,17,$10.00 ,Lose,-10.00
952,9,$20.00 ,Win,160.00
953,13,$10.00 ,Lose,-10.00
954,17,$20.00 ,Lose,-20.00
955,7.5,$40.00 ,Lose,-40.00
956,7,$80.00 ,Win,480.00
957,6,$10.00 ,Lose,-10.00
958,15,$20.00 ,Lose,-20.00
959,7,$40.00 ,Lose,-40.00
960,6,$80.00 ,Lose,-80.00
961,15,$160.00 ,Lose,-160.00
962,6,$320.00 ,Lose,-320.00
963,6,$640.00 ,Lose,-640.00
964,10,"$1,280.00 ",Lose,"-1,280.00"
965,6,"$2,560.00 ",Lose,"-2,560.00"
966,6,"$5,120.00 ",Lose,"-5,120.00"
967,11,"$10,240.00 ",Lose,"-10,240.00"
968,11,"$20,480.00 ",Lose,"-20,480.00"
969,10,"$40,960.00 ",Lose,"-40,960.00"
970,7.5,"$81,920.00 ",Lose,"-81,920.00"
971,8,"$163,840.00 ",Lose,"-163,840.00"
972,8,"$327,680.00 ",Lose,"-327,680.00"
973,12,"$655,360.00 ",Lose,"-655,360.00"
974,13,"$1,310,720.00 ",Win,"15,728,640.00"
975,9,$10.00 ,Win,80.00
976,13,$10.00 ,Lose,-10.00
977,8,$20.00 ,Lose,-20.00
978,8,$40.00 ,Lose,-40.00
979,12,$80.00 ,Lose,-80.00
980,13,$160.00 ,Lose,-160.00
981,15,$320.00 ,Lose,-320.00
982,7.5,$640.00 ,Lose,-640.00
983,15,"$1,280.00 ",Lose,"-1,280.00"
984,10,"$2,560.00 ",Lose,"-2,560.00"
985,10,"$5,120.00 ",Lose,"-5,120.00"
986,12,"$10,240.00 ",Lose,"-10,240.00"
987,9.5,"$20,480.00 ",Lose,"-20,480.00"
988,6,"$40,960.00 ",Lose,"-40,960.00"
989,17,"$81,920.00 ",Lose,"-81,920.00"
990,8,"$163,840.00 ",Lose,"-163,840.00"
991,6,"$327,680.00 ",Win,"1,638,400.00"
992,8,$10.00 ,Lose,-10.00
993,17,$20.00 ,Lose,-20.00
994,6,$40.00 ,Win,200.00
995,9,$10.00 ,Lose,-10.00
996,13,$20.00 ,Win,240.00
997,7,$10.00 ,Lose,-10.00
998,15,$20.00 ,Lose,-20.00
999,6,$40.00 ,Lose,-40.00
1000,9,$80.00 ,Lose,-80.00
1001,8,$160.00 ,Win,"1,120.00"
1002,6,$10.00 ,Lose,-10.00
1003,13,$20.00 ,Lose,-20.00
1004,10,$40.00 ,Lose,-40.00
1005,6.5,$80.00 ,Lose,-80.00
1006,10,$160.00 ,Lose,-160.00
1007,17,$320.00 ,Lose,-320.00
1008,8,$640.00 ,Lose,-640.00
1009,13,"$1,280.00 ",Win,"15,360.00"
1010,13,$10.00 ,Lose,-10.00
1011,9,$20.00 ,Win,160.00
1012,7.5,$10.00 ,Lose,-10.00
